ID,ชื่อสินค้า,ศูนย์,link
IS-458,บริการทดสอบความชำนาญ (Proficiency Testing) / สอบเทียบเครื่องมือวัดทางกล,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=60
IS-459,MTC-PTCA-FM01,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=60
IS-460, Calibration of Universal Testing Machine,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=60
IS-461,Tensile Force 2 kN to 10 kN,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=60
IS-462,Tensile Force 10 kN to 50 KN,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=60
IS-463,Universal Testing Machine,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=60
IS-464,บริการทดสอบความชำนาญ (Proficiency Testing) / ทดสอบทางเคมี,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=61
IS-465,MTC-PTTE-CH01,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=61
IS-466,MTC-PTTE-CH02,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=61
IS-467,MTC-PTTE-CH03,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=61
IS-468,MTC-PTTE-CH04,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=61
IS-469,MTC-PTTE-CH05,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=61
IS-470,บริการวิเคราะห์/ทดสอบ (Analysis/Testing) / วัตถุเจือปนอาหาร,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-471,Aspartame,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-472,Acesulfame Potassium (Acesulfame K),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-473,Ascorbic acid,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-474,Benzoic acid and its salt,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-475,Calcium hydrogen phosphate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-476,Calcium oxide,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-477,Calcium propionate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-478,Carob bean gum,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-479,Carrageenan,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-480,"Citric acid (anhydrous, monohydrate)",ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-481,"DL malic acid or Malic acid, DL-",ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-482,Erythritol,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-483,Glucono-d-Lactone or Glucono Delta-Lactone,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-484,Glycerol,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-485,Glycine,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-486,Guar gum,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-487,Hydrogenated starch hydrolysate (Polyglycitol syrup),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-488,Konjac Flour,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-489,L-Cysteine hydrochloride,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-490,Lecithin,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-491,Lysozyme Hydrochloride,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-492,Maltitol,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-493,Maltitol Syrup,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-494,Maltodextrin,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-495,Modified Starches,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-496,Mono,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-497,Paprika Oleoresin,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-498,Pectins,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-499,Potassium Nitrate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-500,Potassium sorbate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-501,Silicon dioxide,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-502,Sodium acetate (anhydrous),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-503,Sodium Erythorbate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-504,Sodium fumarate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-505,Sodium Hydrogen Carbonate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-506,Sodium Gluconate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-507,Sorbitan Tristearate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-508,Sorbitol Syrup,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-509,Steviol Glycosides,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-510,Sucralose,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-511,Sucrose Oligoester Type II,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-512,Tara gum,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-513,Trisodium Citrate,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-514,Xanthan gum,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-515,Xylitol,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=62
IS-516,บริการวิเคราะห์/ทดสอบ (Analysis/Testing) / โลหะ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-517,การทดสอบความผ่อนคลาย,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-518,การทดสอบแรงดึง,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-519,บริการวิเคราะห์ส่วนประกอบทางเคมีของโลหะ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-520,การทดสอบราวเหล็กลูกฟูกกันรถสำหรับทางหลวง มอก.248-2531,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-521,การวิเคราะห์องค์ประกอบทางเคมี,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-522,การวิเคราะห์โครงสร้างผลึก,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=67
IS-523,บริการวิเคราะห์/ทดสอบ (Analysis/Testing) / สิ่งแวดล้อม,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=68
IS-524,การวิเคราะห์น้ำ แหล่งน้ำธรรมชาติ น้ำเสีย น้ำก่อนบำบัดและหลังบำบัด,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=68
IS-525,การวิเคราะห์ดิน,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=68
IS-526,การวิเคราะห์ตัวอย่างผลิตภัณฑ์เพื่อขอการรับรองฉลากเขียว,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=68
IS-527,บริการสอบเทียบเครื่องมือ/อุปกรณ์ (Calibration) / สอบเทียบห้องปฏิบัติการมาตรฐานทางแสงและอุณหภูมิ,ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-528,ตู้แช่แข็ง ตู้เย็น ตู่บ่ม เพาะเชื้อ ตู้อบลมร้อน (มาตรฐาน TLAS G-20),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-529,อ่างน้ำร้อนงานทดสอบ (มาตรฐาน ASTM E 715-80),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-530,เตาเผา (มาตรฐาน BS 4309),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-531,หม้อนึ่งแรงดัน (มาตรฐาน BS 2646),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-532,ตู้ควบคุมสภาวะแวดล้อม (มาตรฐาน IEC 60068-3-11 and DKD R5-7),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-533,เครื่องมือวัดอุณหภูมิพร้อมหัววัด RTD/Thermocouple (วัดเปรียบเทียบกับเครื่องมือมาตรฐาน),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-534,เครื่องหมุนเหวี่ยง (วัดเปรียบเทียบกับเครื่องมือมาตรฐาน),ศูนย์ทดสอบและมาตรวิทยา (ศทม.),https://tistrservices.tistr.or.th/mtc_web/index.php?p=17&DATA_ID=101
IS-535,การวิเคราะห์ ทดสอบ ทั้งแบบทำลายและแบบไม่ทำลาย  บริการวิจัย/วิเคราะห์ทดสอบ การสลายตัวทางชีวภาพ  รวมถึงการวิเคราะห์หาสาเหตุความเสียหายชิ้นส่วน โครงสร้างและเครื่องจักร,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-536,การตรวจสอบและประเมินอายุการใช้งานที่เหลือของหม้อน้ำ หม้อต้ม และภาชนะรับความดัน และโครงสร้างทางวิศวกรรม,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-537,ที่ปรึกษาทางวิศวกรรมเพื่อพัฒนากระบวนการและปรับปรุงคุณภาพผลิตภัณฑ์,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-538,บริการวิเคราะห์/ทดสอบอุปกรณ์การแพทย์,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-539,บริการงานวิจัยเพื่อแก้ไขปัญหาทางวิศวกรรมและให้คำปรึกษาด้านมาตรฐาน การทดสอบวัสดุและผลิตภัณฑ์,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-540,บริการถ่ายทอดเทคโนโลยีด้านวัสดุและกระบวนการวิเคราะห์ ทดสอบ การพัฒนาผลิตภัณฑ์,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-541,บริการวิจัย/วิเคราะห์ทดสอบ การสลายตัวทางชีวภาพของวัสดุที่เป็นมิตรต่อสิ่งแวดล้อม อาทิ พลาสติกสลายตัวทางชีวภาพ ผลิตภัณฑ์ทำความสะอาดในครัวเรือน น้ำมันหล่อลื่น เป็นต้น,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/93/
IS-542,ชิ้นส่วนเส้นลวดพันเกลียว ในอุตสาหกรรมการผลิตโครงสร้างสลิง,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-543,ชิ้นส่วนกระป๋องบรรจุทูน่าในซอสมะเขือเทศ ในอุตสาหกรรมอาหาร,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-544,ชิ้นส่วนท่อส่งน้ำมัน ในอุตสาหกรรมปิโตรเคมี,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-545,ชิ้นส่วนท่อขนาดเล็กจากอุปกรณ์แลกเปลี่ยนความร้อน ในอุตสาหกรรมเคมี,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-546,ชิ้นส่วนเหล็กแท่งสเตนเลสของเครื่องกรองอนุภาคขนาดเล็ก ในอุตสาหกรรมปิโตรเคมี,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-547,ชิ้นส่วนท่อไอน้ำรับความดันสูงและท่อโค้ง ในอุตสาหกรรมการผลิตไฟฟ้า,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-548,ชิ้นส่วนขนาดเล็กของหยดโลหะเชื่อมจากการผลิตท่อไอเสีย ในอุตสาหกรรมยานยนต์,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-549,ชิ้นส่วนโครงฝาครอบอุปกรณ์แลกเปลี่ยนความร้อน ในอุตสาหกรรมการผลิตสิ่งทอ,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-550,ชิ้นส่วนอุปกรณ์ป้องกันก๊าซรั่วซึม ในอุตสาหกรรมการผลิตและขนส่งก๊าซ,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-551,ชิ้นส่วนท่อส่งน้ำประปาของการประปาส่วนภูมิภาค ในอุตสาหกรรมการผลิตเหล็กกล้าเชื่อมด้วยไฟฟ้าสำหรับส่งน้ำ,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-552,ชิ้นส่วนท่อส่งน้ำสเตนเลสสำหรับโรงผลิตยางล้อรถ ในอุตสาหกรรมยานยนต์,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-553,ชิ้นส่วนเกียร์เฟืองจากระบบผลิตเม็ดพลาสติกสำหรับผลิตขวดเครื่องดื่มพลาสติกและขวดน้ำแร่ ในอุตสาหกรรมปิโตรเคมี,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-554,ชิ้นส่วนแผ่นไฟเบอร์กลาส ในอุตสาหกรรมท่องเที่ยวและโรงแรม,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-555,ชิ้นส่วนหน้าแปลนจากระบบผลิตเม็ดพลาสติก ในอุตสาหกรรมปิโตรเคมี,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-556,ชิ้นส่วนตะปูหัวใหญ่ น็อต โครงค้ำ และอุปกรณ์จับยึด จากสวนน้ำ ในอุตสาหกรรมท่องเที่ยวและโรงแรม,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-557,ชิ้นส่วนท่อโค้ง ในอุตสาหกรรมเคมี,ศูนย์พัฒนาและวิเคราะห์สมบัติของวัสดุ (ศพว.),https://www.tistr.or.th/Industrials/material-properties/116/
IS-558,วารสารการบรรจุภัณฑ์,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/news/446/
IS-559,กล่องล็อกกลิ่น 100% OZONE รุ่น Emerald Cut,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-560,บรรจุภัณฑ์ฟิล์มบริโภคได้กันมอดสำหรับข้าวกล้องอินทรีย์พร้อมหุง,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-561,การพัฒนาบรรจุภัณฑ์เขียวจากชานอ้อยสำหรับอาหารผู้ป่วยใน,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-562,บรรจุุภัณฑ์อัจฉริยะบ่งชี้ความหืนอาหารทอดน้ำมันท่วม,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-563,บรรจุภัณฑ์อัจฉริยะบ่งชี้ความปลอดภัยปริมาณซัลเฟอร์ไดออกไซด์ในลำไย,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-564,บรรจุภัณฑ์แอคทีฟ,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-565,บรรจุภัณฑ์ขายปลีกเพื่อสิ่งแวดล้อม,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-566,บรรจุภัณสำหรับสัปปะรดผลสด,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-567,การทดสอบบรรจุภัณฑ์ขนส่งด้วยมาตรฐาน,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-568,การทดสอบบรรจุภัณฑ์สำหรับสินค้าอันตราย,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-569,การทดสอบวัสดุสัมผัสอาหาร,ศูนย์การบรรจุหีบห่อไทย (ศบท.),https://www.tistr.or.th/Industrials/packaging/373/
IS-570,ระบบรางและขนส่ง,ศูนย์ทดสอบมาตรฐานขนส่งทางราง (ศทร.),https://www.tistr.or.th/Industrials/railway-transport/1/
IS-571,ยานยนต์และยานยนต์ไฟฟ้า,ศูนย์ทดสอบมาตรฐานขนส่งทางราง (ศทร.),https://www.tistr.or.th/Industrials/railway-transport/1/
IS-572,ความปลอดภัยทางถนน,ศูนย์ทดสอบมาตรฐานขนส่งทางราง (ศทร.),https://www.tistr.or.th/Industrials/railway-transport/1/
IS-573,โยธาและวัสดุก่อสร้าง,ศูนย์ทดสอบมาตรฐานขนส่งทางราง (ศทร.),https://www.tistr.or.th/Industrials/railway-transport/1/
